joint,x,y,z,jointname,voiceover
4,-274.66376,63.67018,3621.6333,LEFT_ELBOW,
5,78.31246,80.436035,3599.557,RIGHT_ELBOW,
6,-348.33774,-136.16382,3448.426,LEFT_HAND,
7,93.41401,-163.8476,3465.8176,RIGHT_HAND,
8,-99.74555,122.69341,3562.5317,TORSO,
9,-185.99452,-56.597076,3546.3743,LEFT_HIP,
10,-10.983737,-53.624924,3532.8972,RIGHT_HIP,
11,-207.44417,-430.79712,3524.3477,LEFT_KNEE,
12,18.203651,-430.4436,3537.6377,RIGHT_KNEE,
13,-234.12105,-788.56323,3516.9255,LEFT_FOOT,
14,41.594765,-768.5469,3605.3362,RIGHT_FOOT,
0,-96.377945,575.4465,3689.7349,HEAD,
1,-101.372025,301.98773,3585.1714,NECK,
2,-236.13086,299.52625,3595.4407,LEFT_SHOULDER,
3,33.386806,304.44922,3574.902,RIGHT_SHOULDER,
4,-275.26846,64.949295,3623.9033,LEFT_ELBOW,
5,78.4044,80.75151,3600.0488,RIGHT_ELBOW,
6,-315.72375,-118.47441,3459.5493,LEFT_HAND,
7,92.91638,-174.68802,3471.2437,RIGHT_HAND,
8,-99.86186,123.64459,3562.2407,TORSO,
9,-185.5952,-56.292137,3545.9585,LEFT_HIP,
10,-11.108196,-53.10499,3532.6616,RIGHT_HIP,
11,-207.48645,-430.7643,3528.9902,LEFT_KNEE,
12,18.665442,-430.2926,3535.8132,RIGHT_KNEE,
13,-233.57686,-787.16724,3516.7688,LEFT_FOOT,
14,44.17681,-769.74243,3609.0674,RIGHT_FOOT,
0,-95.72338,575.41077,3688.689,HEAD,
1,-95.78851,314.924,3590.7634,NECK,
2,-226.46858,314.45557,3599.9846,LEFT_SHOULDER,
3,34.891556,315.39246,3581.5422,RIGHT_SHOULDER,
4,-275.23074,73.80797,3613.4587,LEFT_ELBOW,
5,79.28946,91.4893,3604.285,RIGHT_ELBOW,
6,-349.13892,-142.48154,3460.617,LEFT_HAND,
7,92.92494,-164.9344,3475.228,RIGHT_HAND,
8,-97.0242,132.15562,3563.9668,TORSO,
9,-185.13806,-50.92418,3543.3005,LEFT_HIP,
10,-11.381706,-50.301315,3531.0398,RIGHT_HIP,
11,-207.02231,-430.86194,3531.164,LEFT_KNEE,
12,18.771368,-422.79596,3526.042,RIGHT_KNEE,
13,-231.70177,-788.04987,3517.674,LEFT_FOOT,
14,44.029175,-766.76025,3600.3176,RIGHT_FOOT,
0,-95.24686,575.0055,3687.7559,HEAD,
1,-95.666145,315.60522,3591.4846,NECK,
2,-226.12221,315.11517,3598.6897,LEFT_SHOULDER,
3,34.78993,316.0952,3584.2795,RIGHT_SHOULDER,
4,-276.4439,65.02661,3615.489,LEFT_ELBOW,
5,79.48564,90.35219,3603.1743,RIGHT_ELBOW,
6,-348.3971,-148.0321,3437.0547,LEFT_HAND,
7,93.23494,-161.6741,3466.876,RIGHT_HAND,
8,-96.52425,134.245,3563.6128,TORSO,
9,-183.95868,-47.440414,3540.5225,LEFT_HIP,
10,-10.8060255,-46.790024,3530.9595,RIGHT_HIP,
11,-207.66356,-431.1289,3530.572,LEFT_KNEE,
12,18.500126,-421.0573,3528.2876,RIGHT_KNEE,
13,-229.99956,-789.21216,3515.78,LEFT_FOOT,
14,44.875793,-766.3837,3599.4307,RIGHT_FOOT,
0,-93.9176,573.9745,3684.4082,HEAD,
1,-98.23123,309.83148,3589.4253,NECK,
2,-230.20767,307.91193,3596.8804,LEFT_SHOULDER,
3,33.745228,311.7511,3581.9702,RIGHT_SHOULDER,
4,-274.47467,80.98256,3606.8154,LEFT_ELBOW,
5,78.28998,83.66643,3601.347,RIGHT_ELBOW,
6,-348.9139,-139.43462,3461.0115,LEFT_HAND,
7,99.48421,-158.17645,3506.6587,RIGHT_HAND,
8,-97.17028,132.59161,3562.5698,TORSO,
9,-182.20737,-45.90056,3540.578,LEFT_HIP,
10,-10.011295,-43.39598,3530.8508,RIGHT_HIP,
11,-207.63486,-431.40363,3529.341,LEFT_KNEE,
12,18.170399,-418.96906,3530.0498,RIGHT_KNEE,
13,-230.13974,-791.07025,3514.7988,LEFT_FOOT,
14,45.356556,-765.0475,3598.9185,RIGHT_FOOT,
0,-94.20251,573.8106,3684.1536,HEAD,
1,-98.64538,308.5782,3588.6716,NECK,
2,-230.45961,306.3257,3597.741,LEFT_SHOULDER,
3,33.16885,310.83066,3579.6023,RIGHT_SHOULDER,
4,-274.17453,74.58963,3613.7402,LEFT_ELBOW,
5,77.24164,82.92915,3598.7668,RIGHT_ELBOW,
6,-318.95016,-140.90555,3515.0544,LEFT_HAND,
7,92.97902,-168.89793,3472.9277,RIGHT_HAND,
8,-97.45286,132.50383,3562.2737,TORSO,
9,-182.48154,-45.0439,3541.808,LEFT_HIP,
10,-10.039143,-42.097153,3529.9434,RIGHT_HIP,
11,-207.35564,-426.22858,3528.3708,LEFT_KNEE,
12,18.110586,-422.5044,3531.2805,RIGHT_KNEE,
13,-230.49568,-785.5956,3514.5984,LEFT_FOOT,
14,44.78567,-769.61847,3605.6533,RIGHT_FOOT,
0,-93.401,574.5391,3684.6648,HEAD,
1,-98.68108,307.34393,3588.5898,NECK,
2,-230.61694,305.04617,3597.8586,LEFT_SHOULDER,
3,33.254784,309.64166,3579.321,RIGHT_SHOULDER,
4,-274.37326,72.10988,3617.3809,LEFT_ELBOW,
5,77.083694,82.06525,3597.4746,RIGHT_ELBOW,
6,-318.18228,-136.96198,3515.2036,LEFT_HAND,
7,91.72711,-157.59741,3480.989,RIGHT_HAND,
8,-97.45269,131.77832,3562.5525,TORSO,
9,-182.87537,-45.296356,3542.6025,LEFT_HIP,
10,-9.573221,-42.2782,3530.4277,RIGHT_HIP,
11,-207.42705,-424.5546,3528.4111,LEFT_KNEE,
12,17.51281,-422.21518,3531.0195,RIGHT_KNEE,
13,-229.28505,-782.38477,3516.1165,LEFT_FOOT,
14,39.483463,-751.0471,3583.554,RIGHT_FOOT,
0,-93.6673,575.1086,3684.5962,HEAD,
1,-99.074715,308.0463,3588.9727,NECK,
2,-231.36104,305.5816,3597.5708,LEFT_SHOULDER,
3,33.211617,310.511,3580.3745,RIGHT_SHOULDER,
4,-272.81558,77.853745,3612.2788,LEFT_ELBOW,
5,77.72519,82.74336,3598.6255,RIGHT_ELBOW,
6,-348.5418,-147.99994,3442.2944,LEFT_HAND,
7,93.15225,-171.05365,3481.4216,RIGHT_HAND,
8,-97.496635,132.42958,3562.9111,TORSO,
9,-183.14746,-44.812332,3542.5193,LEFT_HIP,
10,-8.6896515,-41.561935,3531.18,RIGHT_HIP,
11,-207.46605,-423.5086,3528.2498,LEFT_KNEE,
12,18.49077,-422.6325,3530.6118,RIGHT_KNEE,
13,-230.24127,-782.4127,3518.1938,LEFT_FOOT,
14,41.368523,-760.4984,3590.952,RIGHT_FOOT,
0,-94.07785,575.0846,3683.304,HEAD,
1,-99.36609,307.6833,3589.5754,NECK,
2,-232.56091,304.91986,3597.1042,LEFT_SHOULDER,
3,33.82873,310.44672,3582.0466,RIGHT_SHOULDER,
4,-274.27496,75.89102,3611.273,LEFT_ELBOW,
5,78.52524,83.65082,3600.2222,RIGHT_ELBOW,
6,-333.30347,-138.21637,3561.4763,LEFT_HAND,
7,91.979065,-163.66055,3456.4832,RIGHT_HAND,
8,-97.236244,133.1604,3563.1973,TORSO,
9,-181.95563,-43.1644,3541.7283,LEFT_HIP,
10,-8.25716,-39.560608,3531.91,RIGHT_HIP,
11,-207.35988,-425.31598,3528.6133,LEFT_KNEE,
12,19.565516,-420.73248,3529.6018,RIGHT_KNEE,
13,-234.689,-785.3306,3532.0413,LEFT_FOOT,
14,41.532852,-758.66943,3590.0437,RIGHT_FOOT,
0,-94.4229,575.1787,3683.0798,HEAD,
1,-98.61922,306.54974,3590.1277,NECK,
2,-232.26627,304.2981,3596.6033,LEFT_SHOULDER,
3,35.027832,308.80145,3583.652,RIGHT_SHOULDER,
4,-274.32404,78.38948,3607.3599,LEFT_ELBOW,
5,83.28754,78.56915,3606.5066,RIGHT_ELBOW,
6,-347.7532,-140.78934,3454.0007,LEFT_HAND,
7,93.29284,-158.44351,3474.8115,RIGHT_HAND,
8,-96.95848,132.0593,3563.7295,TORSO,
9,-182.44127,-43.899353,3541.5537,LEFT_HIP,
10,-8.15422,-40.962982,3533.109,RIGHT_HIP,
11,-208.13152,-424.15967,3529.999,LEFT_KNEE,
12,19.494976,-422.07693,3530.9312,RIGHT_KNEE,
13,-232.87506,-784.2007,3525.1604,LEFT_FOOT,
14,42.40614,-763.2637,3594.6326,RIGHT_FOOT,
0,-95.1653,575.30835,3682.3562,HEAD,
1,-96.77152,307.98596,3591.2917,NECK,
2,-229.76733,306.57736,3597.1836,LEFT_SHOULDER,
3,36.224277,309.3946,3585.4,RIGHT_SHOULDER,
4,-273.88177,80.043396,3605.6497,LEFT_ELBOW,
5,81.75756,79.985596,3604.9492,RIGHT_ELBOW,
6,-324.8988,-137.96942,3551.4802,LEFT_HAND,
7,92.41647,-164.44383,3456.356,RIGHT_HAND,
8,-96.12605,133.2601,3564.088,TORSO,
9,-183.00679,-42.392807,3540.7615,LEFT_HIP,
10,-7.9543653,-40.538742,3533.0066,RIGHT_HIP,
11,-208.20427,-426.03833,3529.976,LEFT_KNEE,
12,19.548563,-421.1084,3530.8567,RIGHT_KNEE,
13,-232.77809,-786.1285,3523.496,LEFT_FOOT,
14,40.317924,-763.0596,3591.6553,RIGHT_FOOT,
0,-94.903015,574.077,3682.1912,HEAD,
1,-95.71281,308.6681,3590.8025,NECK,
2,-228.33037,307.6286,3596.6853,LEFT_SHOULDER,
3,36.904766,309.70758,3584.9197,RIGHT_SHOULDER,
4,-273.9107,75.47969,3608.0354,LEFT_ELBOW,
5,84.86247,77.19971,3611.043,RIGHT_ELBOW,
6,-322.10382,-137.49614,3539.8096,LEFT_HAND,
7,92.2502,-162.17607,3448.0369,RIGHT_HAND,
8,-95.56029,134.33919,3563.437,TORSO,
9,-183.21942,-40.677994,3539.9668,LEFT_HIP,
10,-7.5961256,-39.301407,3532.1763,RIGHT_HIP,
11,-207.44485,-426.98065,3528.664,LEFT_KNEE,
12,19.576504,-420.1187,3531.2244,RIGHT_KNEE,
13,-232.79576,-785.4596,3529.544,LEFT_FOOT,
14,36.22094,-760.862,3594.3,RIGHT_FOOT,
0,-94.02453,572.91864,3681.4414,HEAD,
1,-95.20192,308.9827,3590.4475,NECK,
2,-228.08733,307.932,3598.8965,LEFT_SHOULDER,
3,37.683487,310.0334,3581.9985,RIGHT_SHOULDER,
4,-268.8418,80.73816,3616.1624,LEFT_ELBOW,
5,83.0554,79.949066,3607.5798,RIGHT_ELBOW,
6,-348.55765,-146.54765,3457.8293,LEFT_HAND,
7,94.04537,-145.04918,3460.0957,RIGHT_HAND,
8,-95.62776,132.66489,3561.8232,TORSO,
9,-184.0924,-44.34903,3538.7966,LEFT_HIP,
10,-8.014811,-42.956818,3527.6013,RIGHT_HIP,
11,-207.1985,-428.4686,3527.1401,LEFT_KNEE,
12,19.895512,-419.1977,3534.5142,RIGHT_KNEE,
13,-232.0192,-787.3568,3524.307,LEFT_FOOT,
14,36.177643,-758.9952,3590.1736,RIGHT_FOOT,
0,-92.693474,572.12585,3679.5227,HEAD,
1,-99.16891,315.82938,3590.104,NECK,
2,-228.60197,313.45187,3598.8276,LEFT_SHOULDER,
3,30.26417,318.20688,3581.3804,RIGHT_SHOULDER,
4,-269.93298,85.68654,3616.7954,LEFT_ELBOW,
5,76.55315,88.8212,3598.0227,RIGHT_ELBOW,
6,-348.4993,-136.24066,3464.3584,LEFT_HAND,
7,94.57292,-154.01294,3487.0928,RIGHT_HAND,
8,-97.74994,136.3148,3562.2332,TORSO,
9,-184.92886,-44.82718,3540.3337,LEFT_HIP,
10,-7.733087,-41.572357,3528.3909,RIGHT_HIP,
11,-206.46254,-428.93796,3528.0928,LEFT_KNEE,
12,19.458258,-420.17368,3534.6755,RIGHT_KNEE,
13,-228.89417,-785.97424,3521.674,LEFT_FOOT,
14,36.30689,-758.5519,3584.4019,RIGHT_FOOT,
0,-92.60945,571.6561,3679.8438,HEAD,
1,-100.48357,317.55505,3591.8438,NECK,
2,-228.76363,314.9583,3599.7668,LEFT_SHOULDER,
3,27.796495,320.15186,3583.9207,RIGHT_SHOULDER,
4,-270.55853,87.78493,3619.616,LEFT_ELBOW,
5,78.9512,80.29213,3602.1792,RIGHT_ELBOW,
6,-314.15497,-106.5482,3446.5679,LEFT_HAND,
7,94.5033,-157.67787,3486.0574,RIGHT_HAND,
8,-98.57812,137.2299,3563.593,TORSO,
9,-185.57953,-44.895004,3540.8335,LEFT_HIP,
10,-7.765818,-41.295517,3529.851,RIGHT_HIP,
11,-205.97751,-428.17596,3527.628,LEFT_KNEE,
12,19.100956,-420.5246,3534.8171,RIGHT_KNEE,
13,-230.13101,-784.099,3521.4153,LEFT_FOOT,
14,37.08024,-757.37256,3580.6848,RIGHT_FOOT,
0,-92.50186,571.2928,3679.1033,HEAD,
1,-101.5345,317.2,3591.8013,NECK,
2,-229.4053,314.18506,3600.0854,LEFT_SHOULDER,
3,26.336319,320.21497,3583.517,RIGHT_SHOULDER,
4,-271.62976,87.92142,3617.6982,LEFT_ELBOW,
5,79.90951,76.26018,3601.5964,RIGHT_ELBOW,
6,-349.36835,-136.15671,3463.1511,LEFT_HAND,
7,93.62911,-157.50616,3458.136,RIGHT_HAND,
8,-99.13676,137.18031,3563.2947,TORSO,
9,-184.9581,-44.91945,3540.5034,LEFT_HIP,
10,-8.519928,-40.759323,3529.0728,RIGHT_HIP,
11,-206.06093,-428.06274,3527.8562,LEFT_KNEE,
12,19.55428,-420.16656,3534.8103,RIGHT_KNEE,
13,-230.4436,-782.49023,3522.4287,LEFT_FOOT,
14,37.968006,-755.5552,3575.2993,RIGHT_FOOT,
0,-93.040985,570.16046,3677.0813,HEAD,
1,-99.9923,311.71088,3588.3745,NECK,
2,-229.34772,309.06073,3597.7446,LEFT_SHOULDER,
3,29.363102,314.36096,3579.0044,RIGHT_SHOULDER,
4,-272.40335,82.79204,3616.1567,LEFT_ELBOW,
5,81.216354,75.64552,3603.3499,RIGHT_ELBOW,
6,-348.6233,-134.85141,3463.4854,LEFT_HAND,
7,93.092834,-164.29013,3463.617,RIGHT_HAND,
8,-98.28905,134.48222,3561.763,TORSO,
9,-184.1963,-44.541306,3541.4976,LEFT_HIP,
10,-8.975277,-40.951523,3528.8052,RIGHT_HIP,
11,-205.82309,-427.21503,3529.0786,LEFT_KNEE,
12,19.727718,-420.28204,3533.0027,RIGHT_KNEE,
13,-229.02727,-779.1117,3528.8025,LEFT_FOOT,
14,40.854607,-754.9932,3557.3267,RIGHT_FOOT,
0,-93.21311,569.5137,3676.2913,HEAD,
1,-98.82596,308.60202,3586.0322,NECK,
2,-229.24574,306.0602,3596.7175,LEFT_SHOULDER,
3,31.593828,311.14383,3575.347,RIGHT_SHOULDER,
4,-272.66885,77.45108,3620.6575,LEFT_ELBOW,
5,82.14727,71.24576,3590.647,RIGHT_ELBOW,
6,-318.66748,-137.93958,3517.92,LEFT_HAND,
7,92.93269,-161.30095,3455.7717,RIGHT_HAND,
8,-97.50133,132.83879,3560.3894,TORSO,
9,-183.81676,-44.632492,3541.927,LEFT_HIP,
10,-8.536638,-41.216385,3527.5662,RIGHT_HIP,
11,-205.4938,-426.18652,3527.1785,LEFT_KNEE,
12,19.3934,-420.1209,3531.0479,RIGHT_KNEE,
13,-229.69933,-780.6155,3528.4321,LEFT_FOOT,
14,40.62613,-748.74677,3548.7231,RIGHT_FOOT,
0,-93.76807,567.3379,3676.7024,HEAD,
1,-97.52388,305.76392,3585.8948,NECK,
2,-228.47375,303.68732,3595.8694,LEFT_SHOULDER,
3,33.426,307.8405,3575.9202,RIGHT_SHOULDER,
4,-274.5727,71.274826,3624.9597,LEFT_ELBOW,
5,82.07651,63.435318,3590.3804,RIGHT_ELBOW,
6,-337.75897,-150.25177,3461.9639,LEFT_HAND,
7,93.591415,-163.52681,3455.2266,RIGHT_HAND,
8,-96.72098,130.91068,3560.0327,TORSO,
9,-183.27113,-45.327805,3540.8245,LEFT_HIP,
10,-8.565028,-42.557327,3527.5168,RIGHT_HIP,
11,-205.68741,-426.6471,3524.6873,LEFT_KNEE,
12,20.090805,-419.90863,3531.3213,RIGHT_KNEE,
13,-231.52849,-781.19135,3529.5366,LEFT_FOOT,
14,41.08387,-745.94336,3553.7476,RIGHT_FOOT,
0,-94.05336,565.06714,3676.7627,HEAD,
1,-97.50776,304.95642,3585.671,NECK,
2,-229.62216,302.88525,3595.8293,LEFT_SHOULDER,
3,34.606655,307.0276,3575.5125,RIGHT_SHOULDER,
4,-273.99695,71.67343,3622.213,LEFT_ELBOW,
5,82.25652,67.44771,3597.6812,RIGHT_ELBOW,
6,-340.8616,-145.09512,3470.8303,LEFT_HAND,
7,91.81654,-154.57002,3481.1807,RIGHT_HAND,
8,-96.74058,130.4773,3560.0745,TORSO,
9,-182.47836,-45.357956,3541.1294,LEFT_HIP,
10,-9.468425,-42.645676,3527.8267,RIGHT_HIP,
11,-206.23485,-427.3158,3523.8203,LEFT_KNEE,
12,20.141613,-418.39996,3532.607,RIGHT_KNEE,
13,-231.18277,-782.1185,3528.7139,LEFT_FOOT,
14,42.28114,-744.79315,3580.2888,RIGHT_FOOT,
0,-94.20018,564.35284,3676.4526,HEAD,
1,-97.144615,303.53223,3584.9734,NECK,
2,-229.40721,302.0008,3595.2449,LEFT_SHOULDER,
3,35.117992,305.06366,3574.702,RIGHT_SHOULDER,
4,-273.94696,72.06578,3621.7288,LEFT_ELBOW,
5,82.37488,67.10608,3600.377,RIGHT_ELBOW,
6,-339.93787,-136.18999,3460.8945,LEFT_HAND,
7,92.94492,-145.0145,3472.1326,RIGHT_HAND,
8,-97.10139,130.07634,3559.6682,TORSO,
9,-182.15732,-44.3649,3540.9717,LEFT_HIP,
10,-11.9590025,-42.394226,3527.7544,RIGHT_HIP,
11,-207.11995,-426.18997,3523.1443,LEFT_KNEE,
12,19.901638,-417.00848,3534.108,RIGHT_KNEE,
13,-230.96722,-781.45685,3531.101,LEFT_FOOT,
14,44.360847,-726.68884,3606.3257,RIGHT_FOOT,
0,-93.571396,563.95605,3675.498,HEAD,
1,-97.105385,304.67023,3582.2488,NECK,
2,-229.74722,303.42538,3593.8557,LEFT_SHOULDER,
3,35.53646,305.91507,3570.6418,RIGHT_SHOULDER,
4,-273.45407,70.8779,3622.6592,LEFT_ELBOW,
5,75.91127,83.46306,3594.1719,RIGHT_ELBOW,
6,-359.23108,-150.12366,3459.9458,LEFT_HAND,
7,93.34044,-162.56606,3464.8975,RIGHT_HAND,
8,-97.49361,131.18848,3559.206,TORSO,
9,-182.12358,-43.083878,3543.535,LEFT_HIP,
10,-13.640078,-41.50267,3528.7917,RIGHT_HIP,
11,-207.38074,-423.9295,3524.2012,LEFT_KNEE,
12,20.94509,-416.49298,3531.9846,RIGHT_KNEE,
13,-230.19102,-779.9404,3533.6785,LEFT_FOOT,
14,43.2891,-732.11414,3607.1343,RIGHT_FOOT,
0,-93.105934,563.9966,3676.1184,HEAD,
1,-97.647125,304.35718,3582.5537,NECK,
2,-230.68161,302.96478,3593.4075,LEFT_SHOULDER,
3,35.387363,305.74957,3571.7,RIGHT_SHOULDER,
4,-274.65768,67.55463,3625.1033,LEFT_ELBOW,
5,79.22528,72.85063,3595.8218,RIGHT_ELBOW,
6,-356.0782,-139.97939,3467.8774,LEFT_HAND,
7,91.44951,-155.4532,3469.8022,RIGHT_HAND,
8,-97.67731,130.76056,3559.9136,TORSO,
9,-182.65833,-43.725204,3544.2043,LEFT_HIP,
10,-12.756656,-41.946945,3530.3425,RIGHT_HIP,
11,-207.08337,-423.20892,3523.1262,LEFT_KNEE,
12,21.392735,-416.8675,3533.2134,RIGHT_KNEE,
13,-230.57689,-778.86884,3533.8794,LEFT_FOOT,
14,44.274734,-737.95844,3610.379,RIGHT_FOOT,
0,-92.540695,563.5658,3675.8137,HEAD,
1,-96.90921,306.34247,3580.9968,NECK,
2,-231.3134,305.97614,3592.5525,LEFT_SHOULDER,
3,37.494984,306.7088,3569.4412,RIGHT_SHOULDER,
4,-275.22067,68.34041,3628.7568,LEFT_ELBOW,
5,82.77399,71.18454,3603.9084,RIGHT_ELBOW,
6,-356.56985,-148.87631,3466.959,LEFT_HAND,
7,91.38902,-150.02261,3459.17,RIGHT_HAND,
8,-98.29093,131.03558,3559.3684,TORSO,
9,-183.43303,-44.499603,3544.9414,LEFT_HIP,
10,-15.912295,-44.043,3530.5386,RIGHT_HIP,
11,-207.18288,-424.55585,3523.9778,LEFT_KNEE,
12,21.481472,-416.81015,3532.6611,RIGHT_KNEE,
13,-230.10776,-779.1987,3536.493,LEFT_FOOT,
14,56.912476,-767.14465,3598.964,RIGHT_FOOT,
0,-92.13366,563.29834,3674.119,HEAD,
1,-96.24072,304.1125,3583.2554,NECK,
2,-231.71225,303.77466,3595.449,LEFT_SHOULDER,
3,39.23081,304.4503,3571.0618,RIGHT_SHOULDER,
4,-275.175,67.25455,3628.3474,LEFT_ELBOW,
5,82.99765,67.63194,3601.9958,RIGHT_ELBOW,
6,-351.25433,-146.34961,3475.4648,LEFT_HAND,
7,94.01329,-159.9595,3463.195,RIGHT_HAND,
8,-97.89904,129.32527,3559.9893,TORSO,
9,-184.4609,-45.673645,3544.3652,LEFT_HIP,
10,-14.653826,-45.250214,3529.081,RIGHT_HIP,
11,-207.16757,-426.0969,3522.631,LEFT_KNEE,
12,21.204836,-416.9764,3533.0488,RIGHT_KNEE,
13,-229.30394,-779.1682,3539.0845,LEFT_FOOT,
14,52.082996,-781.1671,3598.7263,RIGHT_FOOT,
0,-92.83614,563.2888,3673.2996,HEAD,
1,-96.68743,304.0636,3583.9749,NECK,
2,-232.01402,303.26584,3596.139,LEFT_SHOULDER,
3,38.63915,304.8614,3571.8108,RIGHT_SHOULDER,
4,-275.39172,68.89119,3626.468,LEFT_ELBOW,
5,82.125694,69.08655,3600.7478,RIGHT_ELBOW,
6,-325.8031,-143.33496,3524.3071,LEFT_HAND,
7,91.814186,-153.12405,3480.0166,RIGHT_HAND,
8,-97.78358,129.86833,3560.3555,TORSO,
9,-184.00111,-44.82875,3544.3872,LEFT_HIP,
10,-13.758328,-43.82515,3529.085,RIGHT_HIP,
11,-206.41762,-426.4237,3522.7886,LEFT_KNEE,
12,20.990517,-418.34692,3533.2488,RIGHT_KNEE,
13,-229.32777,-780.0106,3537.9707,LEFT_FOOT,
14,48.0162,-767.31616,3603.4744,RIGHT_FOOT,
0,-93.43546,563.20514,3673.4282,HEAD,
1,-97.58739,303.9566,3584.2644,NECK,
2,-232.95772,302.7062,3596.5146,LEFT_SHOULDER,
3,37.78293,305.20703,3572.0142,RIGHT_SHOULDER,
4,-275.66678,68.52774,3628.3796,LEFT_ELBOW,
5,82.47183,67.545685,3603.9858,RIGHT_ELBOW,
6,-346.89706,-150.70753,3476.278,LEFT_HAND,
7,93.06643,-159.91093,3462.345,RIGHT_HAND,
8,-98.12867,130.32222,3560.5598,TORSO,
9,-184.04375,-44.10077,3544.581,LEFT_HIP,
10,-13.296143,-42.52359,3529.1294,RIGHT_HIP,
11,-205.98637,-425.94803,3522.5928,LEFT_KNEE,
12,20.820679,-417.10138,3532.646,RIGHT_KNEE,
13,-229.56708,-779.687,3536.7478,LEFT_FOOT,
14,49.391876,-766.49927,3611.7405,RIGHT_FOOT,
0,-94.448204,562.08386,3671.849,HEAD,
1,-98.10459,303.79492,3584.068,NECK,
2,-233.26059,302.3733,3596.1787,LEFT_SHOULDER,
3,37.05142,305.2165,3571.9575,RIGHT_SHOULDER,
4,-275.6536,69.863785,3628.2556,LEFT_ELBOW,
5,82.13779,68.605606,3603.7332,RIGHT_ELBOW,
6,-349.20224,-139.71338,3470.9087,LEFT_HAND,
7,93.027275,-159.93848,3462.0332,RIGHT_HAND,
8,-98.37977,130.44597,3560.6484,TORSO,
9,-184.50697,-43.805984,3544.9214,LEFT_HIP,
10,-12.802919,-41.999954,3529.5361,RIGHT_HIP,
11,-206.38452,-425.86536,3523.1392,LEFT_KNEE,
12,20.810392,-417.25177,3532.3796,RIGHT_KNEE,
13,-228.92928,-785.2821,3529.8313,LEFT_FOOT,
14,49.739998,-766.8548,3613.4453,RIGHT_FOOT,
0,-94.55571,561.8956,3671.4734,HEAD,
1,-98.12215,303.1464,3582.4546,NECK,
2,-232.97154,301.81897,3592.785,LEFT_SHOULDER,
3,36.727245,304.47382,3572.1243,RIGHT_SHOULDER,
4,-275.52063,70.65915,3625.6606,LEFT_ELBOW,
5,82.549255,69.83681,3607.1418,RIGHT_ELBOW,
6,-350.58704,-140.63054,3479.7366,LEFT_HAND,
7,94.6219,-161.33684,3464.9077,RIGHT_HAND,
8,-97.99667,129.07655,3561.7246,TORSO,
9,-184.8686,-45.84967,3547.6592,LEFT_HIP,
10,-10.873783,-44.1369,3534.33,RIGHT_HIP,
11,-207.4247,-427.58405,3527.1052,LEFT_KNEE,
12,20.626953,-415.8828,3528.3489,RIGHT_KNEE,
13,-228.93185,-787.14966,3519.8713,LEFT_FOOT,
14,49.940353,-763.2702,3612.5205,RIGHT_FOOT,
0,-94.26777,561.7416,3671.8528,HEAD,
1,-97.52478,302.82962,3580.8152,NECK,
2,-232.54314,302.0135,3590.979,LEFT_SHOULDER,
3,37.493572,303.64575,3570.6514,RIGHT_SHOULDER,
4,-274.90393,71.0475,3627.9307,LEFT_ELBOW,
5,83.7032,70.41734,3607.994,RIGHT_ELBOW,
6,-316.8951,-128.29294,3470.5955,LEFT_HAND,
7,92.601395,-157.8348,3446.0127,RIGHT_HAND,
8,-98.02837,129.25194,3560.188,TORSO,
9,-185.45914,-44.85118,3546.1045,LEFT_HIP,
10,-11.604787,-43.80031,3533.017,RIGHT_HIP,
11,-207.54291,-425.5996,3525.2466,LEFT_KNEE,
12,20.64618,-418.00507,3529.7842,RIGHT_KNEE,
13,-230.85881,-783.70734,3511.6602,LEFT_FOOT,
14,37.205353,-679.3859,3548.7383,RIGHT_FOOT,
0,-93.187294,562.4839,3674.1091,HEAD,
1,-96.200134,304.0735,3576.7207,NECK,
2,-230.00874,304.10773,3584.9883,LEFT_SHOULDER,
3,37.60848,304.03928,3568.4531,RIGHT_SHOULDER,
4,-274.6362,73.03786,3630.0469,LEFT_ELBOW,
5,84.271324,72.000946,3605.2053,RIGHT_ELBOW,
6,-350.2712,-143.65468,3483.228,LEFT_HAND,
7,93.14321,-156.43857,3461.279,RIGHT_HAND,
8,-97.390274,130.26544,3558.1777,TORSO,
9,-185.71085,-43.520325,3545.018,LEFT_HIP,
10,-11.449985,-43.56491,3534.2515,RIGHT_HIP,
11,-207.86041,-425.0559,3522.9133,LEFT_KNEE,
12,19.682129,-422.27832,3528.1045,RIGHT_KNEE,
13,-230.64438,-781.2521,3514.6953,LEFT_FOOT,
14,35.48109,-728.4763,3557.844,RIGHT_FOOT,
0,-91.84829,562.8747,3675.3027,HEAD,
1,-97.01199,303.7132,3578.5881,NECK,
2,-231.39862,303.33792,3587.8325,LEFT_SHOULDER,
3,37.374634,304.08847,3569.3438,RIGHT_SHOULDER,
4,-274.5614,72.71007,3629.3247,LEFT_ELBOW,
5,83.47408,72.25966,3606.0217,RIGHT_ELBOW,
6,-351.72797,-148.2813,3483.8708,LEFT_HAND,
7,94.08655,-146.88673,3465.3572,RIGHT_HAND,
8,-97.85001,130.63791,3559.3801,TORSO,
9,-186.48685,-42.682556,3546.212,LEFT_HIP,
10,-10.889205,-42.1922,3534.1323,RIGHT_HIP,
11,-207.73405,-425.02664,3522.5527,LEFT_KNEE,
12,19.827621,-422.6635,3527.8816,RIGHT_KNEE,
