joint,x,y,z,jointname,voiceover
13,-173.12961,-764.2291,3383.2122,LEFT_FOOT,
14,201.6513,-752.8237,3343.8274,RIGHT_FOOT,
0,51.434227,585.2134,3402.2598,HEAD,
1,32.794098,336.4645,3340.3027,NECK,
2,-84.115486,333.76883,3355.4397,LEFT_SHOULDER,
3,149.70367,339.1602,3325.1658,RIGHT_SHOULDER,
4,-135.0168,111.62445,3327.4011,LEFT_ELBOW,
5,229.92471,132.2593,3400.8713,RIGHT_ELBOW,
6,-150.91064,-139.999,3178.1406,LEFT_HAND,
7,265.93542,-114.087555,3263.1729,RIGHT_HAND,
8,35.338604,166.31816,3329.6543,TORSO,
9,-44.192513,-5.7206726,3329.6326,LEFT_HIP,
10,119.95873,-1.9356995,3308.3792,RIGHT_HIP,
11,-105.70471,-391.33426,3324.0415,LEFT_KNEE,
12,169.4861,-387.09872,3322.6152,RIGHT_KNEE,
13,-172.51434,-769.14417,3384.5857,LEFT_FOOT,
14,200.42253,-745.41504,3345.8953,RIGHT_FOOT,
0,48.42036,584.61414,3401.6177,HEAD,
1,24.664843,330.70288,3341.5217,NECK,
2,-100.82064,327.82654,3358.7285,LEFT_SHOULDER,
3,150.15033,333.57922,3324.315,RIGHT_SHOULDER,
4,-152.1604,98.01735,3334.1077,LEFT_ELBOW,
5,223.37674,111.68138,3399.3042,RIGHT_ELBOW,
6,-163.43039,-139.73416,3172.855,LEFT_HAND,
7,273.54834,-78.0334,3267.9258,RIGHT_HAND,
8,26.994837,163.89456,3330.6294,TORSO,
9,-56.471268,-4.880356,3331.5017,LEFT_HIP,
10,115.120926,-0.9471588,3307.9724,RIGHT_HIP,
11,-106.21016,-396.0078,3324.6072,LEFT_KNEE,
12,164.4826,-383.74115,3316.5974,RIGHT_KNEE,
13,-173.42514,-775.67944,3382.5054,LEFT_FOOT,
14,197.34738,-724.746,3353.0703,RIGHT_FOOT,
0,41.29184,584.3001,3398.2034,HEAD,
1,23.08206,330.67722,3340.639,NECK,
2,-98.653404,329.18835,3357.4985,LEFT_SHOULDER,
3,144.81752,332.16608,3323.7793,RIGHT_SHOULDER,
4,-159.76318,82.33412,3340.5435,LEFT_ELBOW,
5,219.16838,110.40462,3397.785,RIGHT_ELBOW,
6,-170.95113,-146.7121,3183.3193,LEFT_HAND,
7,277.5559,-107.21199,3259.3267,RIGHT_HAND,
8,23.707039,163.26566,3330.3672,TORSO,
9,-61.880653,-5.2003174,3332.0354,LEFT_HIP,
10,110.544685,-3.0914917,3308.1555,RIGHT_HIP,
11,-113.30639,-394.49292,3327.4673,LEFT_KNEE,
12,164.91902,-383.8721,3319.1462,RIGHT_KNEE,
13,-173.33553,-775.5093,3379.643,LEFT_FOOT,
14,198.431,-730.03284,3351.7544,RIGHT_FOOT,
0,40.232758,583.17395,3398.4639,HEAD,
1,18.247314,333.0022,3342.3457,NECK,
2,-106.205284,333.13336,3359.3418,LEFT_SHOULDER,
3,142.69992,332.87097,3325.3496,RIGHT_SHOULDER,
4,-159.551,99.38881,3352.238,LEFT_ELBOW,
5,217.3413,111.8667,3396.6567,RIGHT_ELBOW,
6,-183.23247,-153.83801,3179.3792,LEFT_HAND,
7,267.8046,-120.57468,3270.0854,RIGHT_HAND,
8,16.569237,163.46751,3331.3667,TORSO,
9,-76.28036,-5.971039,3332.8386,LEFT_HIP,
10,106.062675,-6.163269,3307.9368,RIGHT_HIP,
11,-117.10907,-390.54422,3327.3452,LEFT_KNEE,
12,160.95355,-387.9395,3318.9304,RIGHT_KNEE,
13,-173.18498,-771.2241,3378.4512,LEFT_FOOT,
14,198.01237,-735.4224,3351.5383,RIGHT_FOOT,
0,34.225502,582.8097,3396.401,HEAD,
1,9.8351755,329.04303,3331.5334,NECK,
2,-118.60826,328.7804,3340.539,LEFT_SHOULDER,
3,138.27863,329.3056,3322.5278,RIGHT_SHOULDER,
4,-165.47673,108.692215,3365.299,LEFT_ELBOW,
5,206.77423,105.13274,3390.569,RIGHT_ELBOW,
6,-191.91599,-134.82709,3189.2522,LEFT_HAND,
7,252.06229,-112.62137,3281.3708,RIGHT_HAND,
8,9.835457,158.60153,3326.5671,TORSO,
9,-88.25272,-12.040497,3328.4783,LEFT_HIP,
10,107.9242,-11.639404,3314.7234,RIGHT_HIP,
11,-116.37626,-383.46036,3320.8577,LEFT_KNEE,
12,158.85751,-396.93576,3324.0984,RIGHT_KNEE,
13,-173.71457,-761.45154,3372.4302,LEFT_FOOT,
14,198.35252,-743.9006,3355.7312,RIGHT_FOOT,
0,24.49562,584.08606,3396.4897,HEAD,
1,4.5117807,326.30847,3329.984,NECK,
2,-129.24968,323.84106,3336.8887,LEFT_SHOULDER,
3,138.27324,328.77588,3323.079,RIGHT_SHOULDER,
4,-169.1676,102.06174,3361.3606,LEFT_ELBOW,
5,189.94586,99.72389,3393.1792,RIGHT_ELBOW,
6,-191.6294,-145.351,3183.5796,LEFT_HAND,
7,230.95468,-133.82878,3283.0881,RIGHT_HAND,
8,7.347641,157.64415,3324.6492,TORSO,
9,-87.38088,-12.819855,3324.3508,LEFT_HIP,
10,107.74789,-9.220459,3314.278,RIGHT_HIP,
11,-118.92628,-386.0055,3321.3198,LEFT_KNEE,
12,159.24355,-395.34918,3324.711,RIGHT_KNEE,
13,-175.55807,-758.2386,3367.7966,LEFT_FOOT,
14,196.7615,-741.7189,3359.56,RIGHT_FOOT,
0,23.750519,584.57385,3397.9275,HEAD,
1,0.27375507,326.82968,3334.228,NECK,
2,-134.45042,322.65326,3341.07,LEFT_SHOULDER,
3,134.99794,331.0061,3327.386,RIGHT_SHOULDER,
4,-178.90784,91.25685,3364.4558,LEFT_ELBOW,
5,180.49442,100.750916,3395.4468,RIGHT_ELBOW,
6,-188.67978,-137.34029,3195.3093,LEFT_HAND,
7,232.51836,-127.92659,3292.8325,RIGHT_HAND,
8,5.0881133,158.2501,3326.123,TORSO,
9,-87.69314,-13.354919,3322.9746,LEFT_HIP,
10,107.498085,-7.304016,3313.0615,RIGHT_HIP,
11,-124.05543,-390.07675,3323.5159,LEFT_KNEE,
12,159.0856,-393.8015,3323.8728,RIGHT_KNEE,
13,-174.77847,-759.80396,3373.4648,LEFT_FOOT,
14,195.04272,-741.6241,3376.282,RIGHT_FOOT,
0,18.288267,585.8022,3400.4087,HEAD,
1,-0.19816256,326.42136,3337.7705,NECK,
2,-133.9852,321.4903,3346.149,LEFT_SHOULDER,
3,133.58887,331.35242,3329.392,RIGHT_SHOULDER,
4,-182.59662,78.81102,3368.2566,LEFT_ELBOW,
5,173.85849,100.72218,3395.3208,RIGHT_ELBOW,
6,-196.73386,-120.95586,3201.5222,LEFT_HAND,
7,228.57457,-116.86026,3284.6902,RIGHT_HAND,
8,5.341391,158.17957,3327.2087,TORSO,
9,-81.34457,-13.461426,3322.4226,LEFT_HIP,
10,103.10645,-6.663025,3310.8713,RIGHT_HIP,
11,-125.8013,-395.0002,3324.5386,LEFT_KNEE,
12,157.85979,-390.15103,3324.034,RIGHT_KNEE,
13,-174.00888,-764.6863,3374.0059,LEFT_FOOT,
14,196.6306,-737.2236,3371.774,RIGHT_FOOT,
0,21.314566,586.0187,3401.6392,HEAD,
1,-0.79507256,326.31262,3338.737,NECK,
2,-135.59789,321.7779,3347.4397,LEFT_SHOULDER,
3,134.00774,330.84735,3330.0344,RIGHT_SHOULDER,
4,-179.73523,80.3551,3364.8347,LEFT_ELBOW,
5,169.43068,99.288574,3395.392,RIGHT_ELBOW,
6,-193.05173,-147.89822,3216.2732,LEFT_HAND,
7,224.96013,-126.76425,3305.9211,RIGHT_HAND,
8,4.092772,157.58829,3326.5305,TORSO,
9,-83.43216,-14.244797,3320.29,LEFT_HIP,
10,101.3934,-8.027298,3308.358,RIGHT_HIP,
11,-126.2095,-394.4027,3324.491,LEFT_KNEE,
12,152.5716,-391.9272,3322.3525,RIGHT_KNEE,
13,-173.32553,-764.41125,3373.839,LEFT_FOOT,
14,195.58167,-739.9162,3381.6367,RIGHT_FOOT,
0,20.891083,586.22253,3401.3743,HEAD,
1,-0.9795599,330.25586,3340.0496,NECK,
2,-134.78105,326.01138,3347.591,LEFT_SHOULDER,
3,132.82195,334.50034,3332.508,RIGHT_SHOULDER,
4,-172.41238,98.93359,3368.98,LEFT_ELBOW,
5,168.44208,101.87805,3395.6797,RIGHT_ELBOW,
6,-183.26033,-145.50485,3218.54,LEFT_HAND,
7,218.41446,-124.37392,3316.1912,RIGHT_HAND,
8,3.657102,159.82745,3326.393,TORSO,
9,-83.30618,-13.506699,3317.8994,LEFT_HIP,
10,99.89372,-7.6952057,3307.5737,RIGHT_HIP,
11,-123.74065,-394.6775,3322.4614,LEFT_KNEE,
12,152.68402,-390.63324,3323.4797,RIGHT_KNEE,
13,-173.24161,-765.27795,3375.2942,LEFT_FOOT,
14,196.48105,-740.78735,3387.6694,RIGHT_FOOT,
0,20.143303,587.3783,3401.4226,HEAD,
1,-1.3333962,328.8739,3343.6172,NECK,
2,-134.87677,324.2751,3349.087,LEFT_SHOULDER,
3,132.20996,333.47272,3338.1475,RIGHT_SHOULDER,
4,-174.27771,89.012344,3365.858,LEFT_ELBOW,
5,167.26462,97.584885,3395.4233,RIGHT_ELBOW,
6,-190.47276,-148.21165,3208.0127,LEFT_HAND,
7,226.8203,-124.79237,3303.185,RIGHT_HAND,
8,3.8672712,159.5239,3328.2053,TORSO,
9,-83.60649,-13.017517,3316.589,LEFT_HIP,
10,101.74237,-6.634674,3308.9978,RIGHT_HIP,
11,-126.143555,-397.6546,3323.3508,LEFT_KNEE,
12,149.44043,-389.08734,3324.1108,RIGHT_KNEE,
13,-173.63057,-767.8653,3376.4844,LEFT_FOOT,
14,196.50555,-737.7611,3382.8398,RIGHT_FOOT,
0,16.965176,588.5636,3403.1057,HEAD,
1,-2.540891,327.06702,3344.6033,NECK,
2,-137.35057,322.45755,3345.0906,LEFT_SHOULDER,
3,132.26878,331.6765,3344.116,RIGHT_SHOULDER,
4,-174.90253,84.47258,3361.8716,LEFT_ELBOW,
5,168.12863,91.89563,3398.9495,RIGHT_ELBOW,
6,-189.42934,-145.60747,3195.0576,LEFT_HAND,
7,209.08835,-124.645096,3319.2654,RIGHT_HAND,
8,3.2648423,155.8414,3331.068,TORSO,
9,-85.16186,-18.606277,3317.8735,LEFT_HIP,
10,103.303,-12.162186,3317.1924,RIGHT_HIP,
11,-128.32056,-404.86798,3328.1133,LEFT_KNEE,
12,148.57063,-384.2624,3319.6177,RIGHT_KNEE,
13,-178.10864,-784.94696,3396.642,LEFT_FOOT,
14,197.66888,-732.57117,3374.345,RIGHT_FOOT,
0,14.682755,588.5013,3403.966,HEAD,
1,-3.4403849,326.21655,3344.729,NECK,
2,-139.05151,320.40424,3347.4304,LEFT_SHOULDER,
3,132.17075,332.02884,3342.0276,RIGHT_SHOULDER,
4,-175.28856,80.28519,3363.5525,LEFT_ELBOW,
5,173.74458,94.308334,3396.4883,RIGHT_ELBOW,
6,-195.7906,-137.59593,3198.192,LEFT_HAND,
7,209.20172,-122.24864,3318.671,RIGHT_HAND,
8,3.5127797,157.12697,3329.968,TORSO,
9,-82.180984,-15.933456,3317.0527,LEFT_HIP,
10,103.11287,-7.991745,3313.3613,RIGHT_HIP,
11,-129.2371,-405.0111,3328.4497,LEFT_KNEE,
12,148.42169,-385.72443,3320.345,RIGHT_KNEE,
13,-176.67162,-782.93005,3395.9043,LEFT_FOOT,
14,197.3148,-734.83044,3381.814,RIGHT_FOOT,
0,12.94301,588.0302,3404.5813,HEAD,
1,-5.0222354,324.67572,3344.8464,NECK,
2,-141.49677,318.64725,3348.7605,LEFT_SHOULDER,
3,131.4523,330.7042,3340.9324,RIGHT_SHOULDER,
4,-177.66899,77.839874,3366.4966,LEFT_ELBOW,
5,172.82767,94.4099,3395.5322,RIGHT_ELBOW,
6,-185.92345,-145.35883,3200.7964,LEFT_HAND,
7,209.71768,-129.4736,3337.1196,RIGHT_HAND,
8,1.9743671,156.35043,3329.5457,TORSO,
9,-83.15136,-16.044159,3316.887,LEFT_HIP,
10,101.0933,-7.905548,3311.6028,RIGHT_HIP,
11,-129.26968,-403.1468,3328.9124,LEFT_KNEE,
12,147.53238,-387.49936,3320.4495,RIGHT_KNEE,
13,-176.1816,-776.73975,3390.3489,LEFT_FOOT,
14,197.20883,-737.9404,3385.9932,RIGHT_FOOT,
0,11.333562,587.47284,3404.4458,HEAD,
1,-5.3821917,321.22107,3348.2573,NECK,
2,-142.14525,315.46167,3351.0088,LEFT_SHOULDER,
3,131.38087,326.98047,3345.5059,RIGHT_SHOULDER,
4,-178.47772,74.46501,3370.237,LEFT_ELBOW,
5,172.82579,96.25316,3394.7502,RIGHT_ELBOW,
6,-191.15852,-134.98332,3200.8271,LEFT_HAND,
7,208.11868,-126.99638,3316.1194,RIGHT_HAND,
8,1.3131266,154.33043,3331.7136,TORSO,
9,-84.49752,-16.455826,3317.031,LEFT_HIP,
10,100.51441,-8.664566,3313.3088,RIGHT_HIP,
11,-130.2913,-402.45795,3327.9136,LEFT_KNEE,
12,145.9854,-387.32758,3321.9458,RIGHT_KNEE,
13,-175.6361,-774.02313,3386.0159,LEFT_FOOT,
14,196.65968,-738.63715,3383.655,RIGHT_FOOT,
0,11.767397,587.24725,3402.8848,HEAD,
1,-5.1442695,320.966,3346.671,NECK,
2,-142.16264,315.97018,3352.5217,LEFT_SHOULDER,
3,131.8741,325.9618,3340.82,RIGHT_SHOULDER,
4,-178.88492,73.732895,3374.7227,LEFT_ELBOW,
5,171.88646,118.32379,3417.8264,RIGHT_ELBOW,
6,-183.6082,-153.8991,3215.5818,LEFT_HAND,
7,220.85881,-121.456055,3329.116,RIGHT_HAND,
8,0.50510085,152.64838,3335.2507,TORSO,
9,-88.68046,-19.126999,3327.8801,LEFT_HIP,
10,100.9894,-12.211472,3319.781,RIGHT_HIP,
11,-130.40575,-397.95367,3326.629,LEFT_KNEE,
12,144.13567,-389.59155,3323.9575,RIGHT_KNEE,
13,-174.98349,-768.9875,3383.0183,LEFT_FOOT,
14,195.4329,-743.9752,3385.7202,RIGHT_FOOT,
0,10.046579,586.87,3402.0784,HEAD,
1,-5.3846507,320.96704,3346.6802,NECK,
2,-142.88406,315.60712,3352.3535,LEFT_SHOULDER,
3,132.11478,326.3269,3341.0068,RIGHT_SHOULDER,
4,-178.59637,63.550278,3385.3557,LEFT_ELBOW,
5,173.14153,119.28885,3422.7024,RIGHT_ELBOW,
6,-183.51666,-145.47049,3229.851,LEFT_HAND,
7,207.64636,-124.894516,3322.1992,RIGHT_HAND,
8,0.60204446,153.64044,3333.6917,TORSO,
9,-87.5137,-17.35437,3324.586,LEFT_HIP,
10,100.69118,-10.017914,3316.8203,RIGHT_HIP,
11,-130.70312,-399.3348,3328.3972,LEFT_KNEE,
12,144.724,-388.15784,3323.0884,RIGHT_KNEE,
13,-174.7132,-768.9684,3383.119,LEFT_FOOT,
14,195.04974,-743.5647,3381.6667,RIGHT_FOOT,
0,5.256127,584.9507,3404.1553,HEAD,
1,-5.23898,320.86322,3347.1028,NECK,
2,-142.99802,315.09683,3352.1572,LEFT_SHOULDER,
3,132.52005,326.62958,3342.0483,RIGHT_SHOULDER,
4,-178.7259,59.428085,3391.7788,LEFT_ELBOW,
5,173.45969,116.017426,3426.142,RIGHT_ELBOW,
6,-188.42218,-133.48639,3208.781,LEFT_HAND,
7,218.05165,-132.10777,3315.7969,RIGHT_HAND,
8,1.2360277,154.43336,3333.7068,TORSO,
9,-87.0506,-15.963043,3323.7876,LEFT_HIP,
10,102.47267,-8.029907,3316.834,RIGHT_HIP,
11,-129.99261,-399.2656,3330.1553,LEFT_KNEE,
12,144.51425,-387.2354,3321.3057,RIGHT_KNEE,
13,-174.31892,-767.46533,3383.9949,LEFT_FOOT,
14,193.16795,-747.0028,3366.4744,RIGHT_FOOT,
0,2.4616232,582.23425,3406.149,HEAD,
1,-6.0446568,320.31396,3348.2046,NECK,
2,-143.28436,314.42212,3351.6592,LEFT_SHOULDER,
3,131.19507,326.2058,3344.75,RIGHT_SHOULDER,
4,-178.95065,55.929688,3394.6023,LEFT_ELBOW,
5,175.54825,112.669235,3418.9465,RIGHT_ELBOW,
6,-188.2152,-131.23318,3199.9753,LEFT_HAND,
7,226.34174,-130.99881,3296.9148,RIGHT_HAND,
8,0.72807,154.54715,3334.545,TORSO,
9,-87.54756,-15.300171,3323.2778,LEFT_HIP,
10,102.549164,-7.1391296,3318.4927,RIGHT_HIP,
11,-129.37689,-401.9092,3331.9128,LEFT_KNEE,
12,150.53238,-395.9594,3347.3125,RIGHT_KNEE,
13,-174.12587,-768.60846,3386.8337,LEFT_FOOT,
14,194.61453,-746.7849,3371.8289,RIGHT_FOOT,
0,4.1733894,583.1414,3406.4888,HEAD,
1,-6.3136463,320.89792,3349.9321,NECK,
2,-143.31866,314.91034,3353.7085,LEFT_SHOULDER,
3,130.69138,326.8855,3346.1558,RIGHT_SHOULDER,
4,-178.9083,53.545166,3397.702,LEFT_ELBOW,
5,175.79634,112.312836,3417.863,RIGHT_ELBOW,
6,-188.20522,-130.65181,3200.6042,LEFT_HAND,
7,226.87682,-131.87305,3302.7012,RIGHT_HAND,
8,0.539816,154.79396,3335.2078,TORSO,
9,-86.83577,-15.428131,3323.0808,LEFT_HIP,
10,101.62233,-7.191864,3317.886,RIGHT_HIP,
11,-129.03682,-403.5973,3332.2312,LEFT_KNEE,
12,147.01831,-390.32364,3336.1543,RIGHT_KNEE,
13,-174.27357,-769.6242,3386.5051,LEFT_FOOT,
14,195.62527,-745.70734,3376.671,RIGHT_FOOT,
0,5.5179086,583.30817,3405.8047,HEAD,
1,-5.0801225,321.86493,3349.9646,NECK,
2,-141.67308,315.9328,3352.6423,LEFT_SHOULDER,
3,131.51283,327.79706,3347.2869,RIGHT_SHOULDER,
4,-172.29678,68.94687,3386.6167,LEFT_ELBOW,
5,175.68497,112.48959,3423.1008,RIGHT_ELBOW,
6,-197.13719,-116.018814,3207.0952,LEFT_HAND,
7,223.51016,-117.95534,3306.0127,RIGHT_HAND,
8,1.8617383,155.9468,3336.5059,TORSO,
9,-86.910774,-14.128143,3324.9236,LEFT_HIP,
10,104.51798,-5.8145447,3321.1707,RIGHT_HIP,
11,-128.07507,-403.88834,3334.111,LEFT_KNEE,
12,146.72108,-389.00095,3333.2368,RIGHT_KNEE,
13,-176.34909,-783.0654,3373.4805,LEFT_FOOT,
14,196.8943,-749.0054,3378.548,RIGHT_FOOT,
0,6.1336718,583.9318,3405.1328,HEAD,
1,7.4992833,330.04413,3345.425,NECK,
2,-116.88492,329.17078,3344.5588,LEFT_SHOULDER,
3,131.88348,330.91745,3346.2913,RIGHT_SHOULDER,
4,-166.31886,78.202255,3376.6853,LEFT_ELBOW,
5,176.04102,114.65823,3423.7883,RIGHT_ELBOW,
6,-197.15306,-123.51332,3213.162,LEFT_HAND,
7,223.70451,-119.350784,3315.6333,RIGHT_HAND,
8,8.762989,160.07825,3335.3298,TORSO,
9,-87.21817,-10.570404,3324.5574,LEFT_HIP,
10,107.27156,-9.204834,3325.9119,RIGHT_HIP,
11,-126.44575,-403.0171,3336.079,LEFT_KNEE,
12,147.16533,-393.64893,3334.7817,RIGHT_KNEE,
13,-179.17677,-784.1001,3366.545,LEFT_FOOT,
14,197.514,-754.3291,3383.2722,RIGHT_FOOT,
0,6.3778486,584.42786,3406.7336,HEAD,
1,13.354997,334.90027,3343.86,NECK,
2,-105.91272,335.49084,3341.9763,LEFT_SHOULDER,
3,132.62273,334.30975,3345.744,RIGHT_SHOULDER,
4,-158.33182,93.12079,3371.6128,LEFT_ELBOW,
5,176.97664,116.89772,3423.8015,RIGHT_ELBOW,
6,-192.54387,-138.31769,3223.8826,LEFT_HAND,
7,230.51886,-114.64523,3299.0403,RIGHT_HAND,
8,12.650731,162.57541,3334.429,TORSO,
9,-86.63956,-9.261337,3323.4407,LEFT_HIP,
10,110.532486,-10.237595,3326.555,RIGHT_HIP,
11,-125.885185,-401.14307,3335.4155,LEFT_KNEE,
12,147.86153,-395.40466,3337.1416,RIGHT_KNEE,
13,-174.07922,-770.0343,3384.0188,LEFT_FOOT,
14,198.08855,-755.27356,3386.2778,RIGHT_FOOT,
0,6.840003,582.2198,3412.4675,HEAD,
1,9.899562,335.05878,3347.3088,NECK,
2,-112.94805,333.9663,3346.985,LEFT_SHOULDER,
3,132.74718,336.15125,3347.6326,RIGHT_SHOULDER,
4,-159.4625,92.33945,3372.2024,LEFT_ELBOW,
5,176.99626,118.36406,3424.8154,RIGHT_ELBOW,
6,-193.40099,-129.66893,3216.4622,LEFT_HAND,
7,232.43958,-114.91487,3324.641,RIGHT_HAND,
8,11.463708,162.62144,3335.668,TORSO,
9,-86.51655,-10.701111,3323.765,LEFT_HIP,
10,112.57226,-8.930634,3324.2893,RIGHT_HIP,
11,-125.11148,-402.16418,3336.5457,LEFT_KNEE,
12,148.15968,-394.11572,3333.3652,RIGHT_KNEE,
13,-173.77493,-770.59924,3385.183,LEFT_FOOT,
14,194.29243,-756.16455,3369.988,RIGHT_FOOT,
0,7.3002863,582.5498,3411.57,HEAD,
1,6.1862206,330.8239,3349.6477,NECK,
2,-121.337135,327.3482,3350.7302,LEFT_SHOULDER,
3,133.70958,334.29962,3348.5652,RIGHT_SHOULDER,
4,-161.29605,91.04329,3374.2473,LEFT_ELBOW,
5,177.9062,115.81163,3426.1143,RIGHT_ELBOW,
6,-185.11711,-135.30826,3244.3696,LEFT_HAND,
7,220.95776,-106.0117,3305.755,RIGHT_HAND,
8,10.704247,161.0108,3336.6519,TORSO,
9,-85.560165,-11.549164,3324.5117,LEFT_HIP,
10,116.004715,-6.05542,3322.8003,RIGHT_HIP,
11,-124.12251,-403.18198,3337.161,LEFT_KNEE,
12,150.45235,-391.06393,3333.8193,RIGHT_KNEE,
13,-174.0193,-773.0394,3385.723,LEFT_FOOT,
14,192.69054,-757.242,3357.7483,RIGHT_FOOT,
0,7.132103,582.91205,3411.2344,HEAD,
1,7.47209,329.1833,3353.527,NECK,
2,-122.94652,327.87152,3357.7412,LEFT_SHOULDER,
3,137.8907,330.49506,3349.313,RIGHT_SHOULDER,
4,-163.77296,89.894714,3379.4727,LEFT_ELBOW,
5,171.82927,94.830246,3403.914,RIGHT_ELBOW,
6,-187.34256,-133.54327,3252.1387,LEFT_HAND,
7,226.55304,-106.364624,3306.5945,RIGHT_HAND,
8,8.604584,160.71912,3336.1355,TORSO,
9,-85.14552,-8.699417,3321.8098,LEFT_HIP,
10,104.619675,-6.7907257,3315.678,RIGHT_HIP,
11,-123.28752,-400.55493,3335.6423,LEFT_KNEE,
12,151.31233,-389.44867,3336.8022,RIGHT_KNEE,
13,-174.63467,-771.37305,3381.2427,LEFT_FOOT,
14,196.70816,-755.411,3345.2927,RIGHT_FOOT,
0,7.1937656,582.7776,3410.9626,HEAD,
1,5.661236,327.93683,3354.0894,NECK,
2,-125.92233,325.41772,3357.0928,LEFT_SHOULDER,
3,137.2448,330.45593,3351.086,RIGHT_SHOULDER,
4,-165.0028,86.45709,3378.5574,LEFT_ELBOW,
5,174.32246,87.93468,3396.3462,RIGHT_ELBOW,
6,-185.35184,-135.00317,3248.2769,LEFT_HAND,
7,214.26895,-126.13922,3282.107,RIGHT_HAND,
8,8.484214,160.25916,3337.1284,TORSO,
9,-84.48965,-9.252502,3322.3542,LEFT_HIP,
10,107.10403,-5.5845337,3317.9807,RIGHT_HIP,
11,-123.367805,-401.4149,3337.0552,LEFT_KNEE,
12,150.5108,-387.3871,3334.4622,RIGHT_KNEE,
13,-175.41142,-772.9109,3379.6245,LEFT_FOOT,
14,197.48593,-753.6219,3359.0354,RIGHT_FOOT,
0,7.1137037,583.39386,3411.8567,HEAD,
1,6.409604,328.78436,3358.4827,NECK,
2,-124.16367,325.8601,3363.4924,LEFT_SHOULDER,
3,136.98288,331.70862,3353.473,RIGHT_SHOULDER,
4,-166.7634,84.85974,3375.8396,LEFT_ELBOW,
5,176.0096,84.13051,3396.2903,RIGHT_ELBOW,
6,-192.32677,-134.57845,3217.495,LEFT_HAND,
7,224.3877,-145.81966,3295.291,RIGHT_HAND,
8,9.456775,160.32755,3339.5725,TORSO,
9,-82.970085,-10.267441,3324.3254,LEFT_HIP,
10,107.977974,-5.9910736,3316.9993,RIGHT_HIP,
11,-123.65518,-402.44684,3339.5947,LEFT_KNEE,
12,150.3204,-386.17334,3332.272,RIGHT_KNEE,
13,-175.60483,-773.8435,3379.73,LEFT_FOOT,
14,197.62901,-752.2068,3351.4697,RIGHT_FOOT,
0,7.3136415,583.4506,3412.6138,HEAD,
1,7.659013,329.80646,3358.8738,NECK,
2,-121.81146,327.19705,3364.0383,LEFT_SHOULDER,
3,137.12949,332.41583,3353.7092,RIGHT_SHOULDER,
4,-166.84004,84.26276,3377.4055,LEFT_ELBOW,
5,183.3514,79.206436,3405.049,RIGHT_ELBOW,
6,-185.67903,-141.20726,3250.5571,LEFT_HAND,
7,230.72119,-136.8396,3300.2517,RIGHT_HAND,
8,10.310884,160.47363,3339.798,TORSO,
9,-82.30536,-10.779236,3324.5227,LEFT_HIP,
10,108.230865,-6.9391174,3316.922,RIGHT_HIP,
11,-123.653206,-404.2481,3340.0251,LEFT_KNEE,
12,150.56487,-385.12827,3333.0718,RIGHT_KNEE,
13,-174.84451,-774.6106,3380.264,LEFT_FOOT,
14,198.07521,-751.93787,3359.8333,RIGHT_FOOT,
0,7.2725706,583.7962,3413.235,HEAD,
1,9.311283,330.18396,3358.8606,NECK,
2,-118.80254,327.73596,3363.9966,LEFT_SHOULDER,
3,137.42511,332.6319,3353.7246,RIGHT_SHOULDER,
4,-167.23697,85.3537,3378.331,LEFT_ELBOW,
5,184.15298,84.41731,3408.855,RIGHT_ELBOW,
6,-203.68944,-124.383484,3238.192,LEFT_HAND,
7,230.74107,-131.92833,3284.1077,RIGHT_HAND,
8,11.8019,160.79828,3340.2522,TORSO,
9,-81.25633,-10.413116,3325.474,LEFT_HIP,
10,109.84137,-6.7616577,3317.8135,RIGHT_HIP,
11,-122.94814,-405.06442,3339.6233,LEFT_KNEE,
12,151.4349,-384.76666,3333.9602,RIGHT_KNEE,
13,-174.86313,-776.702,3380.4746,LEFT_FOOT,
14,199.97676,-751.86945,3359.1804,RIGHT_FOOT,
0,7.58281,583.32,3413.0583,HEAD,
1,9.445384,330.96008,3358.668,NECK,
2,-119.06141,327.97168,3363.9946,LEFT_SHOULDER,
3,137.95218,333.94855,3353.3413,RIGHT_SHOULDER,
4,-166.78444,87.02597,3378.57,LEFT_ELBOW,
5,183.3581,94.38759,3413.708,RIGHT_ELBOW,
6,-182.84467,-137.5106,3219.3577,LEFT_HAND,
7,226.88615,-123.6075,3303.204,RIGHT_HAND,
8,12.624528,161.4139,3340.2441,TORSO,
9,-80.68119,-10.376068,3325.8196,LEFT_HIP,
10,112.288536,-5.88855,3317.821,RIGHT_HIP,
11,-123.01907,-406.02765,3339.1357,LEFT_KNEE,
12,152.12059,-384.02234,3334.0503,RIGHT_KNEE,
13,-175.37854,-778.80774,3382.607,LEFT_FOOT,
14,199.97354,-750.36,3356.9065,RIGHT_FOOT,
0,8.340227,583.53876,3413.5842,HEAD,
1,9.266398,331.886,3358.9146,NECK,
2,-119.7447,328.3651,3364.7893,LEFT_SHOULDER,
3,138.2775,335.40686,3353.0398,RIGHT_SHOULDER,
4,-166.48158,87.949036,3378.484,LEFT_ELBOW,
5,186.05693,102.01622,3418.6025,RIGHT_ELBOW,
6,-187.87889,-138.56476,3215.949,LEFT_HAND,
7,221.48312,-111.76694,3296.8367,RIGHT_HAND,
8,13.057267,161.97267,3340.33,TORSO,
9,-79.96405,-10.582764,3326.154,LEFT_HIP,
10,113.660324,-5.298523,3317.3372,RIGHT_HIP,
