joint,x,y,z,jointname,voiceover
0,-171.64993,578.0606,3598.3882,HEAD,
1,-153.55066,327.2738,3482.6318,NECK,
2,-283.2955,329.61298,3493.885,LEFT_SHOULDER,
3,-23.805801,324.93457,3471.3787,RIGHT_SHOULDER,
4,-359.16223,262.3479,3322.3762,LEFT_ELBOW,
5,23.164642,277.1361,3233.7634,RIGHT_ELBOW,
6,-323.2729,353.95547,3048.0425,LEFT_HAND,
7,-30.434547,372.3199,3072.0815,RIGHT_HAND,
8,-158.45113,151.93692,3462.5789,TORSO,
9,-235.94109,-22.091217,3448.8218,LEFT_HIP,
10,-90.76209,-24.70868,3436.23,RIGHT_HIP,
11,-265.39584,-422.4784,3452.9685,LEFT_KNEE,
12,-57.903202,-418.3785,3428.7673,RIGHT_KNEE,
13,-286.07056,-788.7531,3501.8198,LEFT_FOOT,
14,-53.43837,-781.5748,3468.667,RIGHT_FOOT,
0,-172.62045,576.8655,3598.2625,HEAD,
1,-156.1346,327.62238,3483.8818,NECK,
2,-284.01724,328.79755,3491.6604,LEFT_SHOULDER,
3,-28.251955,326.4472,3476.1033,RIGHT_SHOULDER,
4,-360.98483,275.05298,3309.6575,LEFT_ELBOW,
5,17.37956,272.5743,3235.8347,RIGHT_ELBOW,
6,-323.61935,352.6564,3051.9512,LEFT_HAND,
7,-35.96949,374.7069,3079.3467,RIGHT_HAND,
8,-158.89232,151.96535,3465.0825,TORSO,
9,-235.04486,-23.017212,3450.7476,LEFT_HIP,
10,-88.255226,-24.36615,3441.8188,RIGHT_HIP,
11,-266.06805,-421.87366,3452.5093,LEFT_KNEE,
12,-57.900383,-418.33514,3429.0303,RIGHT_KNEE,
13,-286.75476,-788.2495,3477.685,LEFT_FOOT,
14,-52.84383,-782.15857,3469.7363,RIGHT_FOOT,
0,-171.79726,577.27856,3601.1685,HEAD,
1,-159.48781,332.77295,3482.8015,NECK,
2,-287.64572,332.53674,3491.983,LEFT_SHOULDER,
3,-31.32991,333.0092,3473.62,RIGHT_SHOULDER,
4,-360.8279,287.60715,3308.1807,LEFT_ELBOW,
5,16.423203,254.9837,3221.3372,RIGHT_ELBOW,
6,-327.76898,348.1083,3027.6455,LEFT_HAND,
7,-145.62627,468.07758,3202.7363,RIGHT_HAND,
8,-160.38965,154.95216,3465.6384,TORSO,
9,-234.37473,-23.003342,3453.7112,LEFT_HIP,
10,-88.20825,-22.733932,3443.2395,RIGHT_HIP,
11,-268.0047,-421.95563,3457.0212,LEFT_KNEE,
12,-58.032383,-417.53125,3428.8052,RIGHT_KNEE,
13,-284.81912,-788.93835,3484.8447,LEFT_FOOT,
14,-53.37153,-783.19336,3469.5693,RIGHT_FOOT,
0,-172.1014,576.05676,3601.2937,HEAD,
1,-157.40967,330.89423,3483.3245,NECK,
2,-285.7174,331.4649,3492.4585,LEFT_SHOULDER,
3,-29.101912,330.3235,3474.1904,RIGHT_SHOULDER,
4,-348.10648,282.91202,3313.1504,LEFT_ELBOW,
5,16.456205,255.8942,3220.5688,RIGHT_ELBOW,
6,-319.70038,355.60223,3049.5178,LEFT_HAND,
7,-145.98897,461.2737,3162.5173,RIGHT_HAND,
8,-159.43456,154.32141,3465.9133,TORSO,
9,-233.95488,-21.928925,3453.663,LEFT_HIP,
10,-88.96401,-22.573853,3443.3413,RIGHT_HIP,
11,-266.52017,-420.32462,3454.4968,LEFT_KNEE,
12,-58.130005,-418.83426,3430.4895,RIGHT_KNEE,
13,-283.348,-783.95337,3476.7146,LEFT_FOOT,
14,-53.26506,-786.8969,3472.4805,RIGHT_FOOT,
0,-173.61047,574.1261,3606.1301,HEAD,
1,-155.72414,329.78833,3484.1638,NECK,
2,-284.9305,331.28076,3492.726,LEFT_SHOULDER,
3,-26.517746,328.2959,3475.6016,RIGHT_SHOULDER,
4,-348.53638,282.14926,3312.763,LEFT_ELBOW,
5,16.865871,259.19885,3220.3171,RIGHT_ELBOW,
6,-320.24194,353.95465,3049.0554,LEFT_HAND,
7,-151.53062,450.93024,3138.4126,RIGHT_HAND,
8,-158.85205,155.45595,3467.3503,TORSO,
9,-234.0215,-18.044281,3455.311,LEFT_HIP,
10,-89.93844,-19.708588,3445.7627,RIGHT_HIP,
11,-265.5748,-415.85068,3454.4104,LEFT_KNEE,
12,-57.89037,-421.69763,3429.0754,RIGHT_KNEE,
13,-284.08173,-779.9792,3484.394,LEFT_FOOT,
14,-52.84752,-790.8025,3471.648,RIGHT_FOOT,
0,-177.59952,570.9832,3613.976,HEAD,
1,-153.74332,333.127,3487.2864,NECK,
2,-283.0116,335.42487,3494.9023,LEFT_SHOULDER,
3,-24.475,330.8291,3479.6704,RIGHT_SHOULDER,
4,-351.41733,292.08054,3318.2625,LEFT_ELBOW,
5,20.862303,261.2016,3225.0908,RIGHT_ELBOW,
6,-315.59183,350.93298,3047.0754,LEFT_HAND,
7,-151.08891,426.72086,3103.6394,RIGHT_HAND,
8,-157.95827,156.90533,3468.914,TORSO,
9,-233.87413,-18.041763,3454.766,LEFT_HIP,
10,-90.47231,-20.590897,3446.3174,RIGHT_HIP,
11,-264.5313,-416.5478,3452.0276,LEFT_KNEE,
12,-58.179646,-420.09406,3432.0933,RIGHT_KNEE,
13,-285.2822,-781.4224,3487.3633,LEFT_FOOT,
14,-53.011955,-788.04803,3476.874,RIGHT_FOOT,
0,-176.29979,571.2638,3610.9905,HEAD,
1,-154.9219,331.82642,3486.7886,NECK,
2,-283.06314,333.77673,3495.6418,LEFT_SHOULDER,
3,-26.780636,329.87616,3477.9353,RIGHT_SHOULDER,
4,-360.45642,281.85187,3311.0322,LEFT_ELBOW,
5,37.14932,243.02736,3232.9683,RIGHT_ELBOW,
6,-319.4927,358.51904,3055.4773,LEFT_HAND,
7,-115.389435,391.40448,3070.627,RIGHT_HAND,
8,-158.82353,155.80519,3469.0923,TORSO,
9,-234.1898,-19.128372,3456.3335,LEFT_HIP,
10,-91.260506,-21.303726,3446.4585,RIGHT_HIP,
11,-264.9624,-418.03656,3453.531,LEFT_KNEE,
12,-58.793846,-418.6541,3433.8547,RIGHT_KNEE,
13,-285.0918,-783.30237,3488.3315,LEFT_FOOT,
14,-53.32661,-786.19403,3477.1155,RIGHT_FOOT,
0,-174.97858,571.5084,3609.1602,HEAD,
1,-155.38747,329.66992,3483.2783,NECK,
2,-281.16745,331.92053,3492.1653,LEFT_SHOULDER,
3,-29.607471,327.4193,3474.3914,RIGHT_SHOULDER,
4,-360.12125,284.72855,3312.4553,LEFT_ELBOW,
5,21.107742,262.23615,3294.123,RIGHT_ELBOW,
6,-316.33536,361.09134,3060.1663,LEFT_HAND,
7,-26.801613,359.78375,3063.8696,RIGHT_HAND,
8,-159.6227,154.26518,3467.7566,TORSO,
9,-234.52905,-19.875015,3457.228,LEFT_HIP,
10,-93.186806,-22.404099,3447.2417,RIGHT_HIP,
11,-263.267,-419.09515,3447.8157,LEFT_KNEE,
12,-59.6907,-418.61255,3434.884,RIGHT_KNEE,
13,-285.2143,-784.92786,3488.6926,LEFT_FOOT,
14,-53.488876,-784.88293,3478.3044,RIGHT_FOOT,
0,-174.10767,571.5216,3609.8406,HEAD,
1,-154.83371,325.33838,3471.6086,NECK,
2,-280.51868,328.4925,3474.232,LEFT_SHOULDER,
3,-29.148754,322.18427,3468.9854,RIGHT_SHOULDER,
4,-358.3337,287.72333,3305.788,LEFT_ELBOW,
5,15.858074,255.04245,3283.095,RIGHT_ELBOW,
6,-314.91223,360.54684,3047.2917,LEFT_HAND,
7,-22.738972,356.3565,3078.704,RIGHT_HAND,
8,-159.40298,151.48915,3461.717,TORSO,
9,-234.73833,-20.584183,3453.3025,LEFT_HIP,
10,-93.206184,-24.136002,3450.3484,RIGHT_HIP,
11,-263.82462,-419.93158,3443.9985,LEFT_KNEE,
12,-59.67778,-418.72736,3439.126,RIGHT_KNEE,
13,-285.5061,-785.97766,3487.5503,LEFT_FOOT,
14,-53.175636,-783.4968,3485.0474,RIGHT_FOOT,
0,-173.5595,571.3414,3610.22,HEAD,
1,-154.64302,328.22763,3476.3855,NECK,
2,-281.76785,331.2083,3480.448,LEFT_SHOULDER,
3,-27.518213,325.24695,3472.323,RIGHT_SHOULDER,
4,-358.7386,284.1526,3302.124,LEFT_ELBOW,
5,-109.53974,208.28282,3558.642,RIGHT_ELBOW,
6,-315.8321,359.9208,3056.4773,LEFT_HAND,
7,-12.247025,341.77667,3087.2268,RIGHT_HAND,
8,-159.15076,152.99718,3463.8955,TORSO,
9,-234.39827,-20.574646,3453.666,LEFT_HIP,
10,-92.91871,-23.891907,3449.145,RIGHT_HIP,
11,-264.3806,-420.56467,3444.408,LEFT_KNEE,
12,-59.273693,-419.02396,3438.8875,RIGHT_KNEE,
13,-285.4807,-786.8328,3489.3853,LEFT_FOOT,
14,-52.66849,-782.23816,3489.3062,RIGHT_FOOT,
0,-173.8193,570.56146,3610.9526,HEAD,
1,-155.86105,328.89575,3478.437,NECK,
2,-283.4675,331.47302,3485.8044,LEFT_SHOULDER,
3,-28.254616,326.31848,3471.0696,RIGHT_SHOULDER,
4,-356.57785,260.43246,3300.6445,LEFT_ELBOW,
5,-109.04337,206.19467,3571.1213,RIGHT_ELBOW,
6,-315.78256,350.35065,3053.005,LEFT_HAND,
7,-15.184784,346.16992,3105.0845,RIGHT_HAND,
8,-160.15149,152.58727,3465.801,TORSO,
9,-235.88419,-22.278305,3457.2898,LEFT_HIP,
10,-92.99967,-25.164139,3449.0403,RIGHT_HIP,
11,-263.64062,-422.49945,3445.0754,LEFT_KNEE,
12,-58.660328,-420.88098,3441.4907,RIGHT_KNEE,
13,-284.19604,-787.86334,3487.8206,LEFT_FOOT,
14,-52.551556,-783.46216,3491.0967,RIGHT_FOOT,
0,-173.8374,569.2953,3611.6265,HEAD,
1,-153.74306,328.38727,3479.791,NECK,
2,-281.67984,331.92633,3487.702,LEFT_SHOULDER,
3,-25.806295,324.84814,3471.8801,RIGHT_SHOULDER,
4,-354.70728,250.9894,3299.3337,LEFT_ELBOW,
5,-102.10951,201.39609,3542.5225,RIGHT_ELBOW,
6,-315.76733,356.3123,3078.9673,LEFT_HAND,
7,-14.984062,344.11618,3090.1162,RIGHT_HAND,
8,-159.44278,152.02524,3466.513,TORSO,
9,-235.97606,-22.37732,3457.6147,LEFT_HIP,
10,-94.308945,-26.296234,3448.855,RIGHT_HIP,
11,-263.871,-422.37497,3446.6338,LEFT_KNEE,
12,-58.33622,-422.12854,3441.272,RIGHT_KNEE,
13,-283.28726,-788.0199,3488.7278,LEFT_FOOT,
14,-52.968384,-796.0535,3473.6409,RIGHT_FOOT,
0,-172.64711,568.78394,3611.0103,HEAD,
1,-153.4975,328.9804,3485.7017,NECK,
2,-281.4066,332.66046,3492.0454,LEFT_SHOULDER,
3,-25.58839,325.30038,3479.358,RIGHT_SHOULDER,
4,-367.32602,276.75058,3272.0688,LEFT_ELBOW,
5,-88.26129,208.24219,3510.4282,RIGHT_ELBOW,
6,-315.7182,354.3597,3064.5586,LEFT_HAND,
7,-20.368874,352.56702,3086.6743,RIGHT_HAND,
8,-159.37308,151.94565,3469.9307,TORSO,
9,-235.75337,-23.060654,3457.6565,LEFT_HIP,
10,-94.74395,-27.1176,3450.6628,RIGHT_HIP,
11,-263.82117,-422.80737,3446.221,LEFT_KNEE,
12,-58.179596,-423.31494,3442.7688,RIGHT_KNEE,
13,-283.49292,-786.5696,3486.9019,LEFT_FOOT,
14,-54.007706,-798.2081,3466.6223,RIGHT_FOOT,
0,-171.19531,567.95795,3612.2441,HEAD,
1,-154.05211,327.86646,3483.8208,NECK,
2,-280.8943,330.91925,3492.0576,LEFT_SHOULDER,
3,-27.209938,324.8136,3475.584,RIGHT_SHOULDER,
4,-369.0861,278.536,3280.5247,LEFT_ELBOW,
5,-77.12573,213.0442,3478.2473,RIGHT_ELBOW,
6,-316.21594,350.0428,3072.454,LEFT_HAND,
7,-19.996746,352.0576,3083.6465,RIGHT_HAND,
8,-159.22583,150.5648,3469.862,TORSO,
9,-234.82658,-25.041794,3460.4766,LEFT_HIP,
10,-93.97251,-28.43187,3451.33,RIGHT_HIP,
11,-262.8797,-425.3642,3449.2021,LEFT_KNEE,
12,-57.722977,-424.99982,3442.8538,RIGHT_KNEE,
13,-282.05768,-785.41345,3485.275,LEFT_FOOT,
14,-52.196243,-800.1424,3462.9846,RIGHT_FOOT,
0,-171.21364,567.99536,3611.952,HEAD,
1,-154.16663,324.4254,3483.348,NECK,
2,-278.62878,327.312,3487.99,LEFT_SHOULDER,
3,-29.704475,321.53888,3478.7058,RIGHT_SHOULDER,
4,-368.00006,283.685,3285.66,LEFT_ELBOW,
5,6.5253487,263.53226,3270.3318,RIGHT_ELBOW,
6,-315.70053,356.28976,3081.3606,LEFT_HAND,
7,-18.74432,347.39255,3072.3052,RIGHT_HAND,
8,-158.7666,148.76555,3469.2441,TORSO,
9,-233.7196,-25.26268,3457.7644,LEFT_HIP,
10,-93.01355,-28.525986,3452.5164,RIGHT_HIP,
11,-262.23865,-424.5689,3448.5884,LEFT_KNEE,
12,-57.51003,-425.10565,3443.5015,RIGHT_KNEE,
13,-279.7464,-786.88116,3483.7412,LEFT_FOOT,
14,-51.168167,-798.26965,3460.0232,RIGHT_FOOT,
0,-170.8483,568.30554,3612.9756,HEAD,
1,-155.3802,323.44104,3487.4321,NECK,
2,-280.21674,325.5237,3492.545,LEFT_SHOULDER,
3,-30.543692,321.35834,3482.3193,RIGHT_SHOULDER,
4,-364.29672,285.9498,3290.931,LEFT_ELBOW,
5,6.053335,261.54614,3272.7397,RIGHT_ELBOW,
6,-314.15958,351.5343,3070.2214,LEFT_HAND,
7,-22.675785,357.97437,3070.7375,RIGHT_HAND,
8,-158.97198,148.34393,3471.0593,TORSO,
9,-232.5854,-25.58496,3457.5544,LEFT_HIP,
10,-92.542114,-27.921356,3451.8186,RIGHT_HIP,
11,-261.7983,-424.21014,3447.7888,LEFT_KNEE,
12,-57.534336,-424.1727,3443.1528,RIGHT_KNEE,
13,-279.7117,-786.52625,3482.7063,LEFT_FOOT,
14,-50.104927,-792.43396,3469.2302,RIGHT_FOOT,
0,-169.9884,568.26794,3616.0862,HEAD,
1,-155.81241,321.3746,3488.527,NECK,
2,-280.6892,323.29105,3491.8777,LEFT_SHOULDER,
3,-30.9356,319.45816,3485.1765,RIGHT_SHOULDER,
4,-359.6125,290.7026,3291.0164,LEFT_ELBOW,
5,1.1213531,238.4541,3285.5798,RIGHT_ELBOW,
6,-316.2617,360.46124,3067.0059,LEFT_HAND,
7,-22.015871,352.7769,3073.096,RIGHT_HAND,
8,-158.9477,147.10979,3471.3481,TORSO,
9,-232.3334,-26.07692,3456.054,LEFT_HIP,
10,-91.832565,-28.233139,3452.2844,RIGHT_HIP,
11,-261.38684,-424.20093,3445.7644,LEFT_KNEE,
12,-57.31585,-424.25806,3443.7986,RIGHT_KNEE,
13,-275.16367,-783.6107,3473.1304,LEFT_FOOT,
14,-54.025486,-791.7039,3490.1628,RIGHT_FOOT,
0,-170.64174,569.1489,3616.8528,HEAD,
1,-161.12833,324.6352,3501.4636,NECK,
2,-283.01938,326.36987,3491.4863,LEFT_SHOULDER,
3,-39.237236,322.9005,3511.441,RIGHT_SHOULDER,
4,-347.79984,290.19543,3267.2852,LEFT_ELBOW,
5,1.9900818,236.35278,3276.4883,RIGHT_ELBOW,
6,-318.34485,361.0451,3086.0073,LEFT_HAND,
7,-23.73721,348.03323,3053.6982,RIGHT_HAND,
8,-161.70763,148.48969,3477.916,TORSO,
9,-232.50996,-26.656464,3448.6204,LEFT_HIP,
10,-92.063896,-28.655182,3460.1165,RIGHT_HIP,
11,-260.25833,-425.8531,3439.3933,LEFT_KNEE,
12,-56.808147,-424.88312,3452.7327,RIGHT_KNEE,
13,-276.2798,-784.1126,3468.0256,LEFT_FOOT,
14,-52.503197,-789.6229,3493.625,RIGHT_FOOT,
0,-170.39055,568.71844,3617.717,HEAD,
1,-156.33546,324.01233,3481.6028,NECK,
2,-277.15497,327.24466,3467.6367,LEFT_SHOULDER,
3,-35.51597,320.78003,3495.5688,RIGHT_SHOULDER,
4,-256.1305,299.2804,3331.0708,LEFT_ELBOW,
5,1.9044533,234.65848,3276.7698,RIGHT_ELBOW,
6,-325.4559,351.47644,3107.9307,LEFT_HAND,
7,-18.056498,335.62714,3065.8008,RIGHT_HAND,
8,-159.4654,147.95648,3467.933,TORSO,
9,-232.5095,-26.228958,3446.182,LEFT_HIP,
10,-92.68114,-29.969803,3462.345,RIGHT_HIP,
11,-260.23898,-424.9621,3436.883,LEFT_KNEE,
12,-55.920467,-425.96588,3456.4338,RIGHT_KNEE,
13,-275.02512,-783.53235,3466.8164,LEFT_FOOT,
14,-52.250816,-790.0984,3494.6658,RIGHT_FOOT,
0,-171.6681,567.4004,3617.7434,HEAD,
1,-158.33064,324.87787,3481.4556,NECK,
2,-279.20413,327.27222,3470.1484,LEFT_SHOULDER,
3,-37.45713,322.48352,3492.7627,RIGHT_SHOULDER,
4,-262.5756,298.1746,3327.1746,LEFT_ELBOW,
5,0.5078888,229.88899,3289.6562,RIGHT_ELBOW,
6,-323.8134,352.56805,3099.1138,LEFT_HAND,
7,-45.489758,319.4912,3135.7656,RIGHT_HAND,
8,-160.55545,148.55087,3467.9006,TORSO,
9,-232.74855,-26.390121,3447.8005,LEFT_HIP,
10,-92.811966,-29.162094,3460.8909,RIGHT_HIP,
11,-259.39258,-424.57965,3437.9302,LEFT_KNEE,
12,-56.09677,-425.69568,3455.9136,RIGHT_KNEE,
13,-275.79544,-784.4049,3467.5608,LEFT_FOOT,
14,-51.416428,-788.7982,3496.1145,RIGHT_FOOT,
0,-171.05666,566.35156,3616.574,HEAD,
1,-157.52173,326.03705,3483.5552,NECK,
2,-279.1317,328.58405,3477.008,LEFT_SHOULDER,
3,-35.911774,323.49005,3490.1023,RIGHT_SHOULDER,
4,-268.48996,297.31912,3323.0002,LEFT_ELBOW,
5,-0.37408066,225.98792,3294.1326,RIGHT_ELBOW,
6,-321.34912,349.69696,3101.2734,LEFT_HAND,
7,-14.418485,337.88043,3065.7554,RIGHT_HAND,
8,-160.43507,149.21068,3468.8794,TORSO,
9,-233.34845,-26.149628,3450.435,LEFT_HIP,
10,-93.34839,-29.081787,3457.9722,RIGHT_HIP,
11,-258.9913,-424.49408,3440.573,LEFT_KNEE,
12,-56.264187,-425.86652,3453.8242,RIGHT_KNEE,
13,-290.41336,-792.1618,3488.7483,LEFT_FOOT,
14,-51.41472,-789.7414,3492.228,RIGHT_FOOT,
0,-171.1778,565.79114,3615.0354,HEAD,
1,-156.32732,325.77188,3483.1936,NECK,
2,-276.91693,328.84955,3478.1936,LEFT_SHOULDER,
3,-35.737732,322.6942,3488.1936,RIGHT_SHOULDER,
4,-273.70544,292.46948,3334.5713,LEFT_ELBOW,
5,-0.9648781,226.05367,3294.5508,RIGHT_ELBOW,
6,-318.9806,352.31537,3097.569,LEFT_HAND,
7,-25.545366,344.35806,3071.0325,RIGHT_HAND,
8,-160.22058,149.19135,3468.4,TORSO,
9,-234.08842,-25.603317,3450.7048,LEFT_HIP,
10,-94.13926,-29.175064,3456.5076,RIGHT_HIP,
11,-258.734,-423.0205,3443.991,LEFT_KNEE,
12,-56.729893,-426.2614,3454.167,RIGHT_KNEE,
13,-282.18362,-787.0934,3478.9185,LEFT_FOOT,
14,-51.392887,-790.12616,3494.675,RIGHT_FOOT,
0,-170.31606,565.63245,3613.7156,HEAD,
1,-155.18808,325.5965,3483.9248,NECK,
2,-274.37643,329.8816,3485.6824,LEFT_SHOULDER,
3,-35.999695,321.3114,3482.1672,RIGHT_SHOULDER,
4,-278.45728,291.93478,3345.0884,LEFT_ELBOW,
5,-0.054473877,231.10526,3290.1482,RIGHT_ELBOW,
6,-323.32358,338.45648,3116.39,LEFT_HAND,
7,-33.094845,301.9636,3095.0496,RIGHT_HAND,
8,-161.68205,149.16806,3473.6848,TORSO,
9,-242.59767,-24.584763,3464.5422,LEFT_HIP,
10,-93.75439,-29.93602,3462.3474,RIGHT_HIP,
11,-261.2777,-423.127,3439.1785,LEFT_KNEE,
12,-55.811756,-426.80878,3461.1975,RIGHT_KNEE,
13,-278.52573,-785.8273,3467.4937,LEFT_FOOT,
14,-49.871174,-790.5553,3498.5605,RIGHT_FOOT,
0,-168.38521,566.68005,3613.6426,HEAD,
1,-152.72581,316.71844,3486.5054,NECK,
2,-267.66132,321.21838,3486.3787,LEFT_SHOULDER,
3,-37.790314,312.2185,3486.632,RIGHT_SHOULDER,
4,-283.92688,300.72937,3346.9595,LEFT_ELBOW,
5,5.5107765,227.02734,3295.2317,RIGHT_ELBOW,
6,-306.59775,366.0135,3100.8853,LEFT_HAND,
7,-19.488638,328.4541,3062.531,RIGHT_HAND,
8,-159.4746,143.97649,3473.4492,TORSO,
9,-238.20903,-25.947098,3460.3137,LEFT_HIP,
10,-94.237724,-31.583847,3460.4724,RIGHT_HIP,
11,-261.50134,-422.76636,3445.2605,LEFT_KNEE,
12,-55.39472,-427.96448,3459.737,RIGHT_KNEE,
13,-275.9493,-783.6337,3466.807,LEFT_FOOT,
14,-49.404743,-791.7512,3495.4338,RIGHT_FOOT,
0,-167.65721,567.4591,3613.406,HEAD,
1,-151.57408,317.90503,3492.8367,NECK,
2,-265.697,322.1112,3495.8147,LEFT_SHOULDER,
3,-37.45119,313.69888,3489.8586,RIGHT_SHOULDER,
4,-292.62393,298.17236,3344.5464,LEFT_ELBOW,
5,6.2361717,230.053,3301.3708,RIGHT_ELBOW,
6,-326.14212,354.05228,3089.1628,LEFT_HAND,
7,-22.159367,333.53583,3051.5293,RIGHT_HAND,
8,-158.40738,144.62044,3475.7207,TORSO,
9,-235.76907,-26.064743,3460.4453,LEFT_HIP,
10,-94.71227,-31.263596,3456.7642,RIGHT_HIP,
11,-261.32227,-422.58643,3449.7131,LEFT_KNEE,
12,-54.572174,-427.4532,3456.1672,RIGHT_KNEE,
13,-275.7358,-782.7628,3470.535,LEFT_FOOT,
14,-48.707024,-792.6614,3487.6074,RIGHT_FOOT,
0,-167.01965,568.5103,3613.8743,HEAD,
1,-152.46152,320.464,3496.5767,NECK,
2,-267.67255,324.09668,3499.6611,LEFT_SHOULDER,
3,-37.25051,316.83133,3493.4922,RIGHT_SHOULDER,
4,-294.607,295.74942,3335.407,LEFT_ELBOW,
5,13.45253,236.82529,3305.3274,RIGHT_ELBOW,
6,-329.32672,350.77136,3100.3389,LEFT_HAND,
7,-24.390076,335.59552,3059.9575,RIGHT_HAND,
8,-158.46776,146.35045,3477.2908,TORSO,
9,-233.93283,-25.573029,3459.8645,LEFT_HIP,
10,-95.01517,-29.953186,3456.1453,RIGHT_HIP,
11,-260.6306,-421.60583,3452.6316,LEFT_KNEE,
12,-54.609543,-426.03214,3454.2686,RIGHT_KNEE,
13,-275.4541,-781.6118,3473.023,LEFT_FOOT,
14,-49.29964,-790.70374,3484.353,RIGHT_FOOT,
0,-165.50174,570.2198,3616.0103,HEAD,
1,-151.57806,320.7331,3500.3489,NECK,
2,-269.99857,324.30264,3502.9924,LEFT_SHOULDER,
3,-33.15755,317.1635,3497.7053,RIGHT_SHOULDER,
4,-300.34888,291.45792,3333.1416,LEFT_ELBOW,
5,10.93874,237.13535,3292.7754,RIGHT_ELBOW,
6,-330.92227,344.4061,3083.7988,LEFT_HAND,
7,-16.22249,338.13416,3062.3044,RIGHT_HAND,
8,-157.30217,146.55122,3479.127,TORSO,
9,-231.39319,-25.56984,3459.4312,LEFT_HIP,
10,-94.65936,-29.691422,3456.379,RIGHT_HIP,
11,-260.78497,-419.7243,3454.1582,LEFT_KNEE,
12,-54.354378,-424.41486,3452.5266,RIGHT_KNEE,
13,-274.53125,-781.05273,3474.3047,LEFT_FOOT,
14,-49.886757,-790.1228,3483.1785,RIGHT_FOOT,
0,-165.10712,570.2,3616.6865,HEAD,
1,-150.55547,321.6284,3506.43,NECK,
2,-270.84818,325.51984,3507.3372,LEFT_SHOULDER,
3,-30.262743,317.73694,3505.5227,RIGHT_SHOULDER,
4,-328.79102,285.45422,3327.3767,LEFT_ELBOW,
5,12.92227,235.44095,3300.0657,RIGHT_ELBOW,
6,-316.68686,359.02042,3069.8853,LEFT_HAND,
7,-40.31196,311.58322,3097.8425,RIGHT_HAND,
8,-156.35426,147.83836,3482.9932,TORSO,
9,-229.57584,-23.770554,3460.065,LEFT_HIP,
10,-94.730286,-28.132767,3459.0479,RIGHT_HIP,
11,-261.76703,-417.7295,3455.8398,LEFT_KNEE,
12,-53.87126,-425.08905,3450.865,RIGHT_KNEE,
13,-273.865,-778.3534,3473.0188,LEFT_FOOT,
14,-50.37855,-793.09375,3480.9883,RIGHT_FOOT,
0,-165.23146,569.86273,3616.7375,HEAD,
1,-150.8051,316.86658,3513.7295,NECK,
2,-275.26642,320.20514,3516.9573,LEFT_SHOULDER,
3,-26.343819,313.52795,3510.5017,RIGHT_SHOULDER,
4,-336.284,281.54816,3317.0342,LEFT_ELBOW,
5,14.944988,240.78683,3303.6362,RIGHT_ELBOW,
6,-310.19992,348.67184,3054.135,LEFT_HAND,
7,-17.542866,330.99542,3068.1235,RIGHT_HAND,
8,-156.11292,145.19441,3486.628,TORSO,
9,-228.37949,-24.68161,3461.263,LEFT_HIP,
10,-94.46197,-28.273865,3457.7898,RIGHT_HIP,
11,-264.09564,-418.9632,3459.033,LEFT_KNEE,
12,-53.599567,-424.36063,3448.5833,RIGHT_KNEE,
13,-275.23978,-779.13574,3474.7317,LEFT_FOOT,
14,-50.949184,-793.9969,3478.3584,RIGHT_FOOT,
0,-165.74712,569.61505,3617.4016,HEAD,
1,-152.06578,318.6431,3514.1436,NECK,
2,-278.7329,320.97458,3520.724,LEFT_SHOULDER,
3,-25.398663,316.3116,3507.563,RIGHT_SHOULDER,
4,-329.9382,278.2316,3321.6848,LEFT_ELBOW,
5,16.514519,243.50623,3306.5432,RIGHT_ELBOW,
6,-323.03513,346.28915,3071.9067,LEFT_HAND,
7,-34.619644,317.987,3112.49,RIGHT_HAND,
8,-156.66379,145.99733,3486.8064,TORSO,
9,-227.78523,-25.42398,3462.9253,LEFT_HIP,
10,-94.73835,-27.872894,3456.0132,RIGHT_HIP,
11,-263.31427,-420.66382,3461.2222,LEFT_KNEE,
12,-53.38752,-423.39743,3446.465,RIGHT_KNEE,
13,-275.5172,-779.2709,3477.0703,LEFT_FOOT,
14,-51.27807,-793.3301,3474.3262,RIGHT_FOOT,
0,-165.59605,569.8545,3617.106,HEAD,
1,-150.72908,313.37106,3518.9802,NECK,
2,-278.58194,315.03928,3531.8389,LEFT_SHOULDER,
3,-22.876217,311.70285,3506.1216,RIGHT_SHOULDER,
4,-330.9055,275.90875,3326.6145,LEFT_ELBOW,
5,18.017284,244.63629,3308.9824,RIGHT_ELBOW,
6,-323.5361,345.41718,3068.533,LEFT_HAND,
7,-34.166153,319.61005,3118.2544,RIGHT_HAND,
8,-155.91563,143.14377,3489.4949,TORSO,
9,-227.61044,-26.215729,3466.6985,LEFT_HIP,
10,-94.59393,-27.951324,3453.3206,RIGHT_HIP,
11,-262.62555,-421.5809,3464.6667,LEFT_KNEE,
12,-53.719997,-422.93494,3443.8208,RIGHT_KNEE,
13,-275.4652,-779.5885,3479.8855,LEFT_FOOT,
14,-51.645584,-792.79285,3470.6594,RIGHT_FOOT,
0,-165.29668,569.79926,3617.7131,HEAD,
1,-151.89,313.07,3519.7197,NECK,
2,-281.99234,314.48138,3531.9487,LEFT_SHOULDER,
3,-21.787657,311.65863,3507.4907,RIGHT_SHOULDER,
4,-331.666,271.88657,3326.4902,LEFT_ELBOW,
5,19.77286,245.92278,3304.1023,RIGHT_ELBOW,
6,-322.07816,336.06308,3061.085,LEFT_HAND,
